Artist,Title,duration,length_song,numberone,entered,exited,censored,year,bpm,failure
Zhane,Groove Thang,20,3.916666667,0,1/17/94,6/6/94,0,1994,102,1
SWV,Anything,20,4.25,0,4/11/94,8/29/94,0,1994,94,1
Barry White,Practice What You Preach,21,5.833333333,0,10/10/94,3/6/95,0,1994,93,1
Candlebox,Far Behind,23,4.766666667,0,8/29/94,2/6/95,0,1994,89,1
Jimmy Cliff,I Can See Clearly Now,25,3.2,0,11/8/93,5/2/94,0,1994,120,1
Elton John,Circle Of Life,20,4.733333333,0,8/29/94,1/16/95,0,1994,80,1
Amy Grant,Lucky One,20,4,0,8/15/94,1/2/95,0,1994,92,1
Pearl Jam,Tremor Christ,6,4.166666667,0,11/21/94,1/2/95,0,1994,79,1
Bonnie Raitt,Love Sneakin' Up On You,20,3.583333333,0,3/14/94,8/1/94,0,1994,94,1
Joshua Kadison,Beautiful In My Eyes,21,4.033333333,0,4/18/94,9/12/94,0,1994,71,1
Eternal,Stay,20,3.933333333,0,1/17/94,6/6/94,0,1994,98,1
Heavy D & The Boyz,Got Me Waiting,20,4.633333333,0,3/28/94,8/15/94,0,1994,90,1
Ace Of Base,Living In Danger,20,3.133333333,0,10/24/94,3/13/95,0,1994,102,1
Richard Marx,The Way She Loves Me,19,4.216666667,0,7/18/94,11/28/94,0,1994,111,1
Tevin Campbell,Always In My Heart,20,4.416666667,0,6/27/94,11/14/94,0,1994,124,1
Erasure,Always,23,3.883333333,0,5/2/94,10/10/94,0,1994,103,1
R.E.M.,"What's The Frequency, Kenneth?",20,3.916666667,0,9/26/94,2/13/95,0,1994,95,1
Seal,Prayer For The Dying,20,4.166666667,0,6/13/94,10/31/94,0,1994,99,1
Babyface,And Our Feelings,20,3.866666667,0,3/7/94,7/25/94,0,1994,98,1
General Public,I'll Take You There,20,3.95,0,4/11/94,8/29/94,0,1994,97,1
Bone Thugs N Harmony,Thuggish Ruggish Bone,20,4.5,0,9/19/94,2/6/95,0,1994,,1
Ice Cube,Bop Gun (One Nation),20,4.733333333,0,8/1/94,12/19/94,0,1994,103,1
Queen Latifah,U.N.I.T.Y.,20,4.2,0,11/29/93,4/18/94,0,1994,94,1
Masta Ace Incorporated,Born To Roll,20,4.283333333,0,3/14/94,8/1/94,0,1994,92,1
Celine Dion,Misled,19,3.45,0,5/2/94,9/12/94,0,1994,109,1
Color Me Badd,Choose,17,4,0,1/17/94,5/16/94,0,1994,93,1
Aerosmith,Amazing,21,5.833333333,0,12/6/93,5/2/94,0,1994,139,1
Phil Collins,Everyday,20,4.9,0,1/31/94,6/20/94,0,1994,94,1
Melissa Etheridge,Come To My Window,44,3.75,0,2/28/94,1/2/95,0,1994,97,1
Gin Blossoms,Found Out About You,34,3.883333333,0,11/22/93,7/18/94,0,1994,134,1
Jodeci,Feenin',20,4.25,0,3/14/94,8/1/94,0,1994,121,1
Ahmad,Back In The Day,20,5.366666667,0,5/30/94,10/17/94,0,1994,80,1
Joshua Kadison,Jessie,22,5.133333333,0,10/11/93,3/14/94,0,1994,71,1
Gabrielle,Dreams,28,3.566666667,0,10/11/93,4/25/94,0,1994,98,1
Aretha Franklin,Willing To Forgive,20,4.15,0,5/16/94,10/3/94,0,1994,76,1
M.C. Hammer,Pumps And A Bump,20,4.333333333,0,3/28/94,8/15/94,0,1994,106,1
Domino,Sweet Potatoe Pie,19,3.433333333,0,4/11/94,8/22/94,0,1994,93,1
"Notorious B.I.G., The",Juicy,20,5,0,8/29/94,1/16/95,0,1994,96,1
"Notorious B.I.G., The",Unbelievable,17,3.633333333,0,9/19/94,1/16/95,0,1994,91,1
Black Men United,U Will Know,20,3.9,0,10/10/94,2/27/95,0,1994,96,1
12 Gauge,Dunkie Butt,21,4.35,0,1/10/94,6/6/94,0,1994,139,1
Gerald Levert,I'd Give Anything,20,4.1,0,8/8/94,12/26/94,0,1994,131,1
Zhane,Shame,15,4.116666667,0,11/28/94,3/13/95,0,1994,107,1
Lucas,Lucas With The Lid Off,19,3.9,0,10/3/94,2/13/95,0,1994,91,1
Steve Perry,You Better Wait,16,3.75,0,7/18/94,11/7/94,0,1994,114,1
Mary J. Blige,Be Happy,20,5.616666667,0,11/7/94,3/27/95,0,1994,141,1
Ice Cube,You Know How We Do It,20,3.833333333,0,2/14/94,7/4/94,0,1994,92,1
Prince,Letitgo,14,4.2,0,8/22/94,11/28/94,0,1994,86,1
Tony! Toni! Ton_!,(Lay Your Head On My) Pillow,15,3.533333333,0,1/17/94,5/2/94,0,1994,79,1
Eagles,Get Over It,14,3.5,0,10/31/94,2/6/95,0,1994,82,1
Ce Ce Peniston,I'm In The Mood,20,4.066666667,0,1/3/94,5/23/94,0,1994,102,1
Michael Bolton,Completely,15,4.4,0,3/21/94,7/4/94,0,1994,114,1
Salt 'N Pepa,None Of Your Business,22,3.283333333,0,7/25/94,12/26/94,0,1994,99,1
Salt 'N Pepa,Heaven 'N Hell,4,4.2,0,8/8/94,9/5/94,0,1994,86,1
Public Enemy,Give It Up,14,4.683333333,0,7/18/94,10/24/94,0,1994,94,1
Toad The Wet Sprocket,Fall Down,17,3.3,0,6/6/94,10/3/94,0,1994,75,1
Mint Condition,U Send Me Swingin',16,4.2,0,1/24/94,5/16/94,0,1994,,1
"B.C. 52's, The",(Meet) The Flintstones,8,2.366666667,0,5/23/94,7/18/94,0,1994,139,1
Shai,The Place Where You Belong,18,4.266666667,0,6/6/94,10/10/94,0,1994,95,1
M People,Moving On Up,16,3.5,0,5/9/94,8/29/94,0,1994,125,1
BLACKstreet,Booti Call,20,4.166666667,0,6/27/94,11/14/94,0,1994,99,1
Toni Braxton,How Many Ways,21,4.5,0,10/3/94,2/27/95,0,1994,100,1
Rappin' 4-Tay,Playaz Club,21,4.333333333,0,9/26/94,2/20/95,0,1994,99,1
Anita Baker,Body And Soul,20,4.45,0,9/5/94,1/23/95,0,1994,129,1
Rod Stewart,Having A Party,20,4.2,0,1/3/94,5/23/94,0,1994,98,1
OutKast,Player's Ball,20,3.666666667,0,2/28/94,7/18/94,0,1994,96,1
Da Brat,Fa All Y'all,18,3.283333333,0,10/17/94,2/20/95,0,1994,96,1
Meat Loaf,Objects In The Rear View Mirror May Appear Closer Than They Are,11,5.966666667,0,5/16/94,8/1/94,0,1994,84,1
Sting,When We Dance,18,4.833333333,0,10/31/94,3/6/95,0,1994,,1
Heart,Will You Be There (In The Morning),18,4.333333333,0,12/27/93,5/2/94,0,1994,83,1
Def Leppard,Miss You In A Heartbeat,17,4,0,12/13/93,4/11/94,0,1994,134,1
C & C Music Factory,Do You Wanna Get Funky,20,4.416666667,0,8/1/94,12/19/94,0,1994,104,1
Heavy D & The Boyz,Nuttin' But Love,20,4.45,0,7/4/94,11/21/94,0,1994,95,1
Zhane,Sending My Love,20,3.7,0,5/23/94,10/10/94,0,1994,95,1
"Puppies, The",Funky Y-2-C,17,3.416666667,0,7/4/94,10/31/94,0,1994,138,1
David Ball,Thinkin' Problem,12,2.916666667,0,7/4/94,9/26/94,0,1994,110,1
Nine Inch Nails,Closer,22,6.333333333,0,6/13/94,11/14/94,0,1994,90,1
Wet Wet Wet,Love Is All Around,20,3.983333333,0,7/11/94,11/28/94,0,1994,84,1
Toad The Wet Sprocket,Something's Always Wrong,20,4.833333333,0,10/3/94,2/20/95,0,1994,134,1
John Mellencamp,Dance Naked,17,2.966666667,0,10/31/94,2/27/95,0,1994,128,1
Haddaway,Life (Everybody Needs Somebody To Love),16,4.116666667,0,12/27/93,4/18/94,0,1994,102,1
Ce Ce Peniston,I'm Not Over You,14,4.2,0,6/20/94,9/26/94,0,1994,102,1
Eazy-E,Real Muthaphuckkin G's,16,5.6,0,11/15/93,3/7/94,0,1994,85,1
Spin Doctors,You Let Your Heart Go Too Fast,10,3.75,0,7/18/94,9/26/94,0,1994,127,1
"Cranberries, The",Dreams,20,4.416666667,0,4/4/94,8/22/94,0,1994,128,1
John Michael Montgomery,I Swear,20,4.333333333,0,2/14/94,7/4/94,0,1994,85,1
"Conscious Daughters, The",Something To Ride To (Fonky Expedition),15,5.083333333,0,3/21/94,7/4/94,0,1994,93,1
Terror Fabulous,Action,20,3.8,0,7/25/94,12/12/94,0,1994,,1
Danzig,Mother,15,3.416666667,0,2/14/94,5/30/94,0,1994,75,1
Zapp & Roger,Slow And Easy,20,4.483333333,0,11/1/93,3/21/94,0,1994,,1
Live,Selling The Drama,19,3.3,0,6/6/94,10/17/94,0,1994,124,1
"Lighter Shade Of Brown, A",Hey D.J.,18,3.766666667,0,2/21/94,6/27/94,0,1994,113,1
"Breeders, The",Cannonball,20,3.583333333,0,12/6/93,4/25/94,0,1994,113,1
Mazzy Star,Fade Into You,20,4.866666667,0,9/5/94,1/23/95,0,1994,121,1
Juliet Roberts,I Want You,14,4.083333333,0,3/21/94,6/27/94,0,1994,120,1
Huey Lewis & The News,(She's) Some Kind Of Wonderful,12,3.066666667,0,5/16/94,8/8/94,0,1994,127,1
Method Man,Bring The Pain,20,3.05,0,11/14/94,4/3/95,0,1994,,1
UB40,Higher Ground,20,4.333333333,0,10/11/93,2/28/94,0,1994,101,1
Arrested Development,Ease My Mind,12,4.216666667,0,5/16/94,8/8/94,0,1994,96,1
M.C. Hammer,It's All Good,19,4.216666667,0,2/14/94,6/27/94,0,1994,,1
Morrissey,"The More You Ignore Me, The Closer I Get",15,3.75,0,3/21/94,7/4/94,0,1994,86,1
Xscape,Love On My Mind,15,3.633333333,0,4/25/94,8/8/94,0,1994,101,1
Meat Puppets,Backwater,20,3.633333333,0,6/13/94,10/31/94,0,1994,112,1
"Tribe Called Quest, A",Award Tour,18,3.45,0,11/8/93,3/14/94,0,1994,96,1
Shaquille O'Neal,I'm Outstanding,11,4.083333333,0,2/28/94,5/16/94,0,1994,100,1
Keith Sweat,How Do You Like It?,20,4.466666667,0,3/28/94,8/15/94,0,1994,94,1
Aerosmith,Blind Man,14,4,0,11/14/94,2/20/95,0,1994,77,1
Fugees,Nappy Heads,16,5.216666667,0,7/4/94,10/24/94,0,1994,97,1
Frente!,Bizarre Love Triangle,15,1.95,0,4/25/94,8/8/94,0,1994,124,1
Keith Murray,The Most Beautifullest Thing In This World,18,3.716666667,0,10/24/94,2/27/95,0,1994,135,1
Roxette,Sleeping In My Car,8,3.783333333,0,7/4/94,8/29/94,0,1994,,1
Boston,I Need Your Love,10,4.116666667,0,6/13/94,8/22/94,0,1994,,1
"Tokens, The",The Lion Sleeps Tonight (Wimoweh),13,2.583333333,0,8/22/94,11/21/94,0,1994,123,1
"Brand New Heavies, The",Dream On Dreamer,11,4.05,0,3/21/94,6/6/94,0,1994,96,1
Gabrielle,I Wish,14,3.766666667,0,5/2/94,8/8/94,0,1994,99,1
Lisette Melendez,Goody Goody,15,4.116666667,0,12/13/93,3/28/94,0,1994,82,1
Patra,Worker Man,16,3.8,0,5/2/94,8/22/94,0,1994,,1
Huey Lewis & The News,But It's Alright,20,2.833333333,0,8/29/94,1/16/95,0,1994,117,1
SWV,You're Always On My Mind,17,4.633333333,0,1/10/94,5/9/94,0,1994,,1
Queen Latifah,Just Another Day,11,4.4,0,3/14/94,5/30/94,0,1994,86,1
Patra,Romantic Call,16,4.016666667,0,8/15/94,12/5/94,0,1994,98,1
Atlantic Starr,I'll Remember You,13,4.216666667,0,6/6/94,9/5/94,0,1994,70,1
Little Texas,God Blessed Texas,12,3.483333333,0,11/15/93,2/7/94,0,1994,,1
R. Kelly,Summer Bunnies,7,4.083333333,0,8/22/94,10/10/94,0,1994,,1
Collage,I'll Be Loving You,20,3.75,0,11/29/93,4/18/94,0,1994,125,1
Sudden Change,Comin' On Strong,17,4.2,0,3/14/94,7/11/94,0,1994,86,1
Sophie B. Hawkins,Right Beside You,13,4.616666667,0,8/22/94,11/21/94,0,1994,125,1
Weezer,Undone-The Sweater Song,16,5,0,10/3/94,1/23/95,0,1994,80,1
H-Town,Part Time Lover,16,4,0,4/18/94,8/8/94,0,1994,,1
Al B. Sure!,I'm Still In Love With You,16,3.7,0,4/18/94,8/8/94,0,1994,,1
"Lady Of Rage, The",Afro Puffs,11,4.833333333,0,8/15/94,10/31/94,0,1994,91,1
Stevie Nicks,Maybe Love Will Change Your Mind,10,4.2,0,6/20/94,8/29/94,0,1994,121,1
Rosco Martinez,Neon Moonlight,10,4.533333333,0,4/4/94,6/13/94,0,1994,96,1
DJ Miko,What's Up,20,3.933333333,0,6/20/94,11/7/94,0,1994,135,1
Dawn Penn,"You Don't Love Me (No, No, No)",12,3.266666667,0,2/28/94,5/23/94,0,1994,,1
Pearl Jam,Spin The Black Circle,6,2.8,0,11/21/94,1/2/95,0,1994,109,1
Blur,Girls & Boys,15,4.25,0,6/27/94,10/10/94,0,1994,120,1
Urge Overkill,"Girl, You'll Be A Woman Soon",11,3.05,0,11/21/94,2/6/95,0,1994,114,1
Usher,Can U Get Wit It,16,4.216666667,0,9/5/94,12/26/94,0,1994,,1
Nice & Smooth,Old To The New,7,4.25,0,7/4/94,8/22/94,0,1994,100,1
Nine Inch Nails,March Of The Pigs,3,2.866666667,0,3/14/94,4/4/94,0,1994,134,1
Sheryl Crow,Leaving Las Vegas,10,4.233333333,0,4/25/94,7/4/94,0,1994,,1
Wu-Tang Clan,C.R.E.A.M. (Cash Rules Everything Around Me),16,3.916666667,0,3/14/94,7/4/94,0,1994,90,1
Edie Brickell,Good Times,8,3.116666667,0,8/22/94,10/17/94,0,1994,,1
"Rolling Stones, The",Out Of Tears,15,4.3,0,10/17/94,1/30/95,0,1994,,1
"Crooklyn Dodgers, The",Crooklyn,12,4.583333333,0,5/23/94,8/15/94,0,1994,95,1
U2,"Stay (Faraway, So Close!)",13,4.866666667,0,12/20/93,3/21/94,0,1994,94,1
Patti LaBelle,The Right Kinda Lover,16,4.45,0,7/4/94,10/24/94,0,1994,104,1
K7,Zunga Zeng,15,3.916666667,0,1/31/94,5/16/94,0,1994,,1
K7,Body Rock,5,4.2,0,2/28/94,4/4/94,0,1994,116,1
James,Laid,13,2.55,0,2/7/94,5/9/94,0,1994,,1
Keith Sweat,Get Up On It,16,5.016666667,0,10/17/94,2/6/95,0,1994,124,1
ILL Al Skratch,I'll Take Her,14,4,0,9/26/94,1/2/95,0,1994,,1
Sagat,Funk Dat (WHY IS IT?),17,4.233333333,0,1/3/94,5/2/94,0,1994,118,1
Mary J. Blige,You Don't Have To Worry,13,4,0,1/3/94,4/4/94,0,1994,94,1
Shai,Yours,11,4.1,0,12/13/93,2/28/94,0,1994,122,1
Aretha Franklin,A Deeper Love,9,4.616666667,0,2/14/94,4/18/94,0,1994,121,1
Cracker,Low,13,4.466666667,0,4/11/94,7/11/94,0,1994,87,1
"Tribe Called Quest, A",Electric Relaxation (Relax Yourself Girl),9,3.7,0,3/21/94,5/23/94,0,1994,98,1
Jon Secada,Whipped,9,3.75,0,9/19/94,11/21/94,0,1994,,1
Cypress Hill,We Ain't Goin' Out Like That,7,4.45,0,1/10/94,2/28/94,0,1994,100,1
Crash Test Dummies,Afternoons And Coffeespoons,10,3.833333333,0,7/11/94,9/19/94,0,1994,122,1
Miranda,Your Love Is So Divine,14,3.3,0,6/20/94,9/26/94,0,1994,128,1
New Kids On The Block,Dirty Dawg,6,3.333333333,0,1/24/94,3/7/94,0,1994,,1
Gang Starr,Mass Appeal,11,3.6,0,3/7/94,5/23/94,0,1994,96,1
Fu-Schnickens,Breakdown,20,4.1,0,10/24/94,3/13/95,0,1994,97,1
Cause & Effect,It's Over Now (It's Alright),11,4.116666667,0,6/27/94,9/12/94,0,1994,97,1
Da Youngsta's,Hip Hop Ride,9,4.2,0,9/26/94,11/28/94,0,1994,,1
Guns N' Roses,Since I Don't Have You,9,4.183333333,0,3/7/94,5/9/94,0,1994,71,1
Mad Lion,Take It Easy,20,4.55,0,8/1/94,12/19/94,0,1994,97,1
Joe Diffie,John Deere Green,11,3.5,0,12/27/93,3/14/94,0,1994,105,1
Chantay Savage,Betcha'll Never Find,14,3.733333333,0,12/20/93,3/28/94,0,1994,105,1
Queen Latifah,Weekend Love,13,4.15,0,7/25/94,10/24/94,0,1994,98,1
Dwight Yoakam,Fast As You,10,3.433333333,0,12/13/93,2/21/94,0,1994,101,1
To Be Continued..,One On One,7,4.766666667,0,1/24/94,3/14/94,0,1994,61,1
Silk,I Can Go Deep,15,6.416666667,0,11/14/94,2/27/95,0,1994,,1
Blackgirl,90's Girl,13,3.916666667,0,7/4/94,10/3/94,0,1994,102,1
"Pretenders, The",Night In My Veins,8,3.283333333,0,5/23/94,7/18/94,0,1994,89,1
Jade,5-4-3-2 (Yo! Time Is Up),13,4.05,0,9/26/94,12/26/94,0,1994,76,1
Ovis,Regular Thang,13,3.666666667,0,4/25/94,7/25/94,0,1994,,1
Tori Amos,God,12,3.833333333,0,2/21/94,5/16/94,0,1994,75,1
Vince Gill,Whenever You Come Around,10,4.25,0,5/23/94,8/1/94,0,1994,115,1
Simple E,Play My Funk,6,3.716666667,0,4/18/94,5/30/94,0,1994,94,1
Sarah McLachlan,Possession,19,4.5,0,5/9/94,9/19/94,0,1994,96,1
John Michael Montgomery,Be My Baby Tonight,10,2.833333333,0,8/8/94,10/17/94,0,1994,78,1
Pink Floyd,Take It Back,7,5.95,0,6/20/94,8/8/94,0,1994,,1
Me'Shell Ndegeocello,If That's Your Boyfriend (He Wasn't Last Night),6,3.616666667,0,2/7/94,3/21/94,0,1994,,1
Little Texas,What Might Have Been,20,3.95,0,8/9/93,12/27/93,0,1994,65,1
Steve Perry,Missing You,6,3.783333333,0,12/5/94,1/16/95,0,1994,132,1
OutKast,Southernplayalisticadillacmuzik,10,4.05,0,7/18/94,9/26/94,0,1994,,1
Neal McCoy,No Doubt About It,5,3.716666667,0,4/4/94,5/9/94,0,1994,,1
Whitehead Bros.,Your Love Is A..,10,4.55,0,8/29/94,11/7/94,0,1994,126,1
Rozalla,I Love Music,7,3.9,0,12/27/93,2/14/94,0,1994,88,1
Sarah McLachlan,Good Enough,10,4.2,0,10/10/94,12/19/94,0,1994,89,1
Billy Joel,"Lullabye (Goodnight, My Angel)",8,3.383333333,0,3/28/94,5/23/94,0,1994,81,1
Deep Forest,Sweet Lullaby,8,3.833333333,0,2/28/94,4/25/94,0,1994,101,1
Candlebox,You,18,4.283333333,0,3/21/94,7/25/94,0,1994,130,1
Liz Phair,Super Nova,14,2.816666667,0,10/17/94,1/23/95,0,1994,130,1
Karyn White,Hungah,7,4.35,0,9/26/94,11/14/94,0,1994,98,1
Big Mountain,Sweet Sensual Love,6,3.683333333,0,8/8/94,9/19/94,0,1994,82,1
Lenny Kravitz,Heaven Help,3,3.166666667,0,3/7/94,3/28/94,0,1994,,1
Lenny Kravitz,Spinning Around Over You,3,3.583333333,0,3/7/94,3/28/94,0,1994,123,1
Jocelyn Enriquez,I've Been Thinking About You,11,3.666666667,0,4/4/94,6/20/94,0,1994,123,1
Digable Planets,9th Wonder (Blackitolism),7,3.916666667,0,10/17/94,12/5/94,0,1994,,1
Doug Stone,I Never Knew Love,9,3.416666667,0,1/3/94,3/7/94,0,1994,135,1
I To I,The Right Time,8,3.45,0,4/18/94,6/13/94,0,1994,126,1
Tracy Byrd,Watermelon Crawl,5,3.016666667,0,10/24/94,11/28/94,0,1994,,1
Trisha Yearwood,The Song Remembers When,9,3.85,0,11/29/93,1/31/94,0,1994,79,1
Tony! Toni! Ton_!,Leavin',5,3.95,0,5/16/94,6/20/94,0,1994,,1
Gravediggaz,Diary Of A Madman,7,4.616666667,0,7/11/94,8/29/94,0,1994,91,1
Little Texas,My Love,10,4,0,2/28/94,5/9/94,0,1994,103,1
Love Spit Love,Am I Wrong,10,3.5,0,9/12/94,11/21/94,0,1994,102,1
Mr. Big,Ain't Seen Love Like That,6,3.433333333,0,2/28/94,4/11/94,0,1994,93,1
Tracy Lawrence,I See It Now,9,3.55,0,11/7/94,1/9/95,0,1994,89,1
Tag Team,Addams Family (Whoomp!),3,3.783333333,0,1/3/94,1/24/94,0,1994,132,1
Joshua Kadison,Picture Postcards From L.A.,9,4.433333333,0,11/14/94,1/16/95,0,1994,135,1
Joe Diffie,Third Rock From The Sun,9,2.733333333,0,9/12/94,11/14/94,0,1994,75,1
Expos_,In Walked Love,6,4.7,0,4/11/94,5/23/94,0,1994,86,1
Inner Circle,Games People Play,5,3.4,0,9/5/94,10/10/94,0,1994,85,1
Born Jamericans,Boom Shak A-Tack,4,4.166666667,0,1/31/94,2/28/94,0,1994,79,1
Spin Doctors,Cleopatra's Cat,3,3.966666667,0,6/20/94,7/11/94,0,1994,100,1
Lisa Keith,I'm In Love,3,4.316666667,0,1/24/94,2/14/94,0,1994,,1
Shabba Ranks,Family Affair,2,4,0,2/21/94,3/7/94,0,1994,101,1
Doctor Dre & Ed Lover,Back Up Off Me!,7,4.233333333,0,11/21/94,1/9/95,0,1994,112,1
House Of Pain,On Point,5,3.716666667,0,8/1/94,9/5/94,0,1994,58,1
Keith Sweat,When I Give My Love,4,6.033333333,0,8/8/94,9/5/94,0,1994,,1
2 In A Room,El Trago (The Drink),6,6.533333333,0,5/2/94,6/13/94,0,1994,,1
Sass Jordan,Sun's Gonna Rise,3,2.8,0,11/21/94,12/12/94,0,1994,,1
After 7,Gonna Love You Right,6,4.1,0,4/18/94,5/30/94,0,1994,,1
Johnny O.,Runaway Love,5,3.866666667,0,1/31/94,3/7/94,0,1994,125,1
Billy Lawrence,Happiness,4,3.966666667,0,8/1/94,8/29/94,0,1994,,1
Slick Rick,Behind Bars,3,3.283333333,0,11/28/94,12/19/94,0,1994,95,1
2 Pac,Papa'z Song,2,4.6,0,4/11/94,4/25/94,0,1994,,1
Kathy Troccoli,Tell Me Where It Hurts,6,3.85,0,7/11/94,8/22/94,0,1994,90,1
Bjork,Big Time Sensuality,5,3.85,0,2/14/94,3/21/94,0,1994,121,1
For Real,You Don't Know Nothin',4,3.583333333,0,10/17/94,11/14/94,0,1994,,1
Jeru The Damaja,Come Clean,4,4.933333333,0,1/31/94,2/28/94,0,1994,87,1
Vince Gill,Tryin' To Get Over You,2,3.6,0,2/28/94,3/14/94,0,1994,120,1
"Murmurs, The",You Suck,7,3.166666667,0,12/19/94,2/6/95,0,1994,150,1
KRS-One,Sound Of Da Police,6,4.333333333,0,2/7/94,3/21/94,0,1994,123,1
Reel 2 Real,I Like To Move It,6,5.8,0,3/14/94,4/25/94,0,1994,,1
Shyheim,On And On,6,3.666666667,0,3/7/94,4/18/94,0,1994,94,1
PMD,I Saw It Cummin',3,3.616666667,0,9/12/94,10/3/94,0,1994,,1
Mary Chapin Carpenter,Shut Up And Kiss Me,6,3.666666667,0,10/31/94,12/12/94,0,1994,120,1
Tanya Blount,Through The Rain,6,5.033333333,0,10/10/94,11/21/94,0,1994,75,1
Too Short,Money In The Ghetto,3,5.733333333,0,2/21/94,3/14/94,0,1994,121,1
Ce Ce Peniston,Hit By Love,3,4.583333333,0,11/7/94,11/28/94,0,1994,119,1
Nas,It Ain't Hard To Tell,8,3.266666667,0,4/18/94,6/13/94,0,1994,91,1
"Rolling Stones, The",Love Is Strong,5,3.7,0,8/15/94,9/19/94,0,1994,111,1
"Knack, The",My Sharona,4,3.95,0,4/18/94,5/16/94,0,1994,,1
Neal McCoy,Wink,4,2.7,0,7/18/94,8/15/94,0,1994,117,1
Blackgirl,Krazy,3,3.833333333,0,2/14/94,3/7/94,0,1994,,1
"Tractors, The",Santa Claus Boogie,1,3.8,0,1/9/95,1/16/95,0,1994,80,1
Bonnie Raitt,You,7,4.2,0,8/8/94,9/26/94,0,1994,,1
Elton John,Don't Go Breaking My Heart,2,4,0,3/28/94,4/11/94,0,1994,,1
Jamie Foxx,Infatuation,2,3.95,0,8/1/94,8/15/94,0,1994,,1
Black Moon,I Got Cha Opin,10,4.316666667,0,4/25/94,7/4/94,0,1994,88,1
Smif-N-Wessun,Bucktown,5,4.25,0,5/30/94,7/4/94,0,1994,89,1
Sweet Sable,Old Times' Sake,3,4.35,0,5/16/94,6/6/94,0,1994,81,1
Rayvon,"No Guns, No Murder",4,4.5,0,8/8/94,9/5/94,0,1994,97,1
Brand Nubian,Word Is Bond,2,4,0,10/31/94,11/14/94,0,1994,89,1
E-40,Captain Save A Hoe,2,5,0,7/18/94,8/1/94,0,1994,67,1
Celine Dion,Think Twice,5,4.1,0,8/22/94,9/26/94,0,1994,,1
King Just,Warrior's Drum,5,4.55,0,7/4/94,8/8/94,0,1994,99,1
"Jesus and Mary Chain, The",Sometimes Always,2,2.533333333,0,10/17/94,10/31/94,0,1994,117,1
Juliana Hatfield,Spin The Bottle,2,2.533333333,0,11/21/94,12/5/94,0,1994,74,1
Brooks & Dunn,Rock My World (Little Country Girl),3,3.533333333,0,3/7/94,3/28/94,0,1994,120,1
Gerald Levert,Can't Help Myself,5,4.083333333,0,11/28/94,1/2/95,0,1994,,1
Youssou N'Dour,7 Seconds,4,4,0,10/10/94,11/7/94,0,1994,77,1
Sounds Of Blackness,I Believe,3,3.75,0,6/6/94,6/27/94,0,1994,64,1
Mariah Carey,Dreamlover,29,3.883333333,1,8/9/93,2/28/94,0,1993,100,1
Janet Jackson,That's The Way Love Goes,23,4.45,1,5/3/93,10/11/93,0,1993,97,1
UB40,Can't Help Falling In Love,29,3.3,1,5/17/93,12/6/93,0,1993,85,1
Snow,Informer,25,4.083333333,1,1/11/93,7/5/93,0,1993,98,1
Meat Loaf,I'd Do Anything For Love (But I Won't Do That),22,5.133333333,1,9/20/93,2/21/94,0,1993,60,1
Mariah Carey,Hero,30,4.283333333,1,10/25/93,5/23/94,0,1993,120,1
Silk,Freak Me,24,4.466666667,1,2/22/93,8/9/93,0,1993,133,1
SWV,Weak,26,4.266666667,1,4/26/93,10/25/93,0,1993,,1
Janet Jackson,Again,23,3.783333333,1,10/25/93,4/4/94,0,1993,130,1
Peabo Bryson & Regina Bell,A Whole New World,23,3.966666667,1,12/21/92,5/31/93,0,1993,108,1
Tag Team,Whoomp! There It Is,45,4.45,0,5/31/93,4/11/94,0,1993,129,1
Ace Of Base,All That She Wants,36,3.45,0,9/20/93,5/30/94,0,1993,93,1
SWV,Right Here (Human Nature),22,3.733333333,0,7/19/93,12/20/93,0,1993,94,1
SWV,Downtown,21,4.433333333,0,7/26/93,12/20/93,0,1993,82,1
Dr. Dre,"Nuthin' But A ""G"" Thang",27,3.883333333,0,2/1/93,8/9/93,0,1993,94,1
Xscape,Just Kickin' It,21,3.333333333,0,9/20/93,2/14/94,0,1993,81,1
H-Town,Knockin' Da Boots,25,4.483333333,0,4/12/93,10/4/93,0,1993,,1
Boyz II Men,In The Still Of The Nite (I'll Remember),20,2.766666667,0,11/30/92,4/19/93,0,1993,117,1
Duran Duran,Ordinary World,22,5.733333333,0,1/11/93,6/14/93,0,1993,70,1
Billy Joel,The River Of Dreams,27,3.983333333,0,8/2/93,2/7/94,0,1993,,1
Vanessa Williams & Brian McKnight,Love Is,28,4.75,0,1/25/93,8/9/93,0,1993,80,1
"Proclaimers, The",I'm Gonna Be (500 Miles),20,3.5,0,6/14/93,11/1/93,0,1993,131,1
Whitney Houston,I Have Nothing,20,4.7,0,3/1/93,7/19/93,0,1993,76,1
Janet Jackson,If,27,4.566666667,0,7/26/93,1/31/94,0,1993,105,1
D.R.S.,Gangsta Lean,20,4.083333333,0,10/18/93,3/7/94,0,1993,66.7,1
Shanice,Saving Forever For You,24,4.333333333,0,10/26/92,4/12/93,0,1993,133,1
Jodeci,Lately,24,4.433333333,0,6/14/93,11/29/93,0,1993,122,1
Whitney Houston,I'm Every Woman,23,4.783333333,0,1/11/93,6/21/93,0,1993,119,1
Jade,Don't Walk Away,35,4.166666667,0,12/21/92,8/23/93,0,1993,102,1
Salt 'N Pepa,Shoop,25,3.95,0,10/11/93,4/4/94,0,1993,96,1
